ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_version,version,Version is an indicator tracking pack records updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Pack(s)' dataset, denoting changes or updates made over time.",Een unieke identificatiecode die verschillende versies of updates van de verpakkingsinformatie vertegenwoordigt en die de categorisatie en differentiatie binnen de dataset vergemakkelijkt.,?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Pack(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
ID_packSize,packSize,Pack size information,,,,,,,"Packaging quantity or size, such as number of units or volume, as specified in the dataset.","De hoeveelheid of grootte van de verpakking, zoals het aantal eenheden of het volume, zoals gespecificeerd in de gegevensregistratie.",?,"La quantité ou la taille de l'emballage , comme le nombre d'unités ou le volume, tel que spécifié dans le jeu de données.",,,,,,,,,,,,,Number,No,No
ID_packSizeDe,packSizeDe,Pack size information,,,,,,,"Packaging quantity or size, such as number of units or volume, as specified  in German within the dataset.","De hoeveelheid of grootte van de verpakking, zoals het aantal eenheden of het volume, zoals gespecificeerd in het Duits in de dataset.",?,"La quantité ou la taille de l'emballage , comme le nombre d'unités ou le volume, tel que spécifié en allemand dans le jeu de données.",,,,,,,,,,,,,Number,No,No
ID_packSizeFr,packSizeFr,Pack size information,,,,,,,"Packaging quantity or size, such as number of units or volume, as specified  specified in French within the dataset.","De hoeveelheid of grootte van de verpakking, zoals het aantal eenheden of het volume, zoals gespecificeerd in het Frans binnen de dataset.",?,"La quantité ou la taille de l'emballage , comme le nombre d'unités ou le volume, tel que spécifié  en français dans le jeu de données.",,,,,,,,,,,,,Number,No,No
ID_packSizeNl,packSizeNl,Pack size information,,,,,,,"Packaging quantity or size, such as number of units or volume, as specified  in Dutch within the dataset.","De hoeveelheid of grootte van de verpakking, zoals het aantal eenheden of het volume, zoals gespecificeerd in het Nederlands binnen de dataset.",?,"La quantité ou la taille de l'emballage , comme le nombre d'unités ou le volume, tel que spécifié  en néerlandais dans le jeu de données.",,,,,,,,,,,,,Number,No,No
ID_parallelDistribution,parallelDistribution,Parallel distribution indication.,,,,,,,Indication of whether parallel distribution is used for healthcare products.,Aanduiding of parallelle distributie wordt gebruikt voor gezondheidsproducten.,?,Indication de l'utilisation de la distribution parallèle pour les produits de santé.,,,,,,,,,,,,,Boolean,No,No
ID_PrescriptionNameDe,PrescriptionNameDe,Name of the prescription,,,,,,,The prescription name in the German language of the medicinal product. ,De receptnaam van het geneesmiddel in de Duitse taal.,?,Le nom de prescription en allemand du médicament.,,,,,,,,,,,,,String,No,No
ID_prescriptionNameEffectiveDate,prescriptionNameEffectiveDate,Effective date of prescription name.,,,,,,,The effective date of the prescription name.,De effectieve datum van de voorschrijversnaam.,?,La date d'effet du nom de prescription.,,,,,,,,,,,,,String,No,No
ID_PrescriptionNameEn,PrescriptionNameEn,Name of the prescription,,,,,,,The prescription name in the English language of the medicinal product. ,De receptnaam van het geneesmiddel in het Engels.,?,Le nom de prescription en anglais du médicament.,,,,,,,,,,,,,String,No,No
ID_PrescriptionNamefr,PrescriptionNamefr,Name of the prescription,,,,,,,The prescription name in the French language of the medicinal product. ,De receptnaam van het geneesmiddel in het Frans.,?,Le nom de prescription en français du médicament.,,,,,,,,,,,,,String,No,No
ID_PrescriptionNameNl,PrescriptionNameNl,Name of the prescription,,,,,,,The prescription name in the Dutch language of the medicinal product. ,De receptnaam van het geneesmiddel in het Nederlands.,?,Le nom de prescription en néerlandais du médicament.,,,,,,,,,,,,,String,No,No
ID_unitDose,unitDose,Individual medication dose.,,,,,,,The specific individual dose of medication contained within the packaging.,De specifieke individuele dosis medicatie die in de verpakking zit.,?,La dose individuelle spécifique de médicament contenue dans l'emballage.,,,,,,,,,,,,,Boolean,No,No
