ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_HCWConvStatusDate,HCWConvStatusDate,Date of update of the conversion status,,,,,,,The date when the conversion status of the health care worker was updated.,De datum waarop de conversiestatus van de zorgverlener is bijgewerkt.,?,La date de mise à jour du statut de conversion du professionnel de la santé.,,,,,,,,,,,,,Date,No,No
ID_HCWFirstName1,HCWFirstName1,First given name of the health care worker,,,,,,,The first given name of the health care worker.,De eerste voornaam van de zorgverlener.,?,Le prénom du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWGender,HCWGender,Gender,,,,,,,The gender of the health care worker.,Het geslacht van de zorgverlener.,?,Le genre du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_IsKnown,IsKnown,Health care worker recognition,,,,,,,Indicator of whether the health care worker is known or recognized in the system.,Indicator of de gezondheidswerker bekend of erkend is in het systeem.,?,Indicateur indiquant si le travailleur de la santé est connu ou reconnu dans le système.,,,,,,,,,,,,,Boolean,Yes,No
ID_HCWLanguage,HCWLanguage,Language code representing the primary language,,,,,,,The language code representing the primary language of the health care worker.,De taalcode die de primaire taal van de zorgverlener vertegenwoordigt.,?,Le code de la langue représentant la langue principale du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWLastName,HCWLastName,Last name of the health care worker,,,,,,,The last name of the health care worker.,De achternaam van de zorgverlener.,?,Le nom de famille du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_LoadDate,LoadDate,Load Date,,,,,,,The date and time when the data for the health care worker dimension was loaded.,De datum en tijd waarop de gegevens voor de dimensie van de gezondheidswerker zijn geladen.,?,La date et l'heure auxquelles les données pour la dimension du travailleur de la santé ont été chargées.,,,,,,,,,,,,,Date,No,No
ID_HCWContactAddrLocality,HCWContactAddrLocality,Locality of the contact address,,,,,,,The locality of the contact address of the health care worker.,De plaatsnaam van het contactadres van de zorgverlener.,?,La localité de l'adresse de contact du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWMainPractAddrLocality,HCWMainPractAddrLocality,Main practice locality/city,,,,,,,The locality or city of the main practice address for the health care worker.,De plaats of stad van het hoofdadres van de gezondheidswerker.,?,La localité ou ville de l'adresse principale du lieu d'exercice du travailleur de la santé.,,,,,,,,,,,,,String,No,No
ID_HCWConvStatusNL,HCWConvStatusNL,Name of the conversion status,,,,,,,The name of the conversion status of the health care worker in Dutch.,De naam van de conversiestatus van de zorgverlener in het Nederlands.,?,Le nom du statut de conversion du professionnel de la santé en néerlandais.,,,,,,,,,,,,,String,No,No
ID_HCWConvStatusFR,HCWConvStatusFR,Name of the conversion status,,,,,,,The name of the conversion status of the health care worker in French.,De naam van de conversiestatus van de zorgverlener in het Frans.,?,Le nom du statut de conversion du professionnel de la santé en français.,,,,,,,,,,,,,String,No,No
ID_HCWMainPractName,HCWMainPractName,Name of the main practice,,,,,,,The name of the main practice of the health care worker.,De naam van de hoofdpraktijk van de zorgverlener.,?,Le nom de la pratique principale du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWLanguageNL,HCWLanguageNL,Name of the primary language,,,,,,,The name of the primary language of the health care worker in Dutch.,De naam van de primaire taal van de zorgverlener in het Nederlands.,?,Le nom de la langue principale du professionnel de la santé en néerlandais.,,,,,,,,,,,,,String,No,No
ID_HCWLanguageFR,HCWLanguageFR,Name of the primary language,,,,,,,The name of the primary language of the health care worker in French.,De naam van de primaire taal van de zorgverlener in het Frans.,?,Le nom de la langue principale du professionnel de la santé en français.,,,,,,,,,,,,,String,No,Yes
ID_HCWProfessionNL,HCWProfessionNL,Name of the profession,,,,,,,The name of the profession of the health care worker in Dutch.,De naam van het beroep van de zorgverlener in het Nederlands.,?,Le nom de la profession du professionnel de la santé en néerlandais.,,,,,,,,,,,,,String,No,No
ID_HCWProfessionFR,HCWProfessionFR,Name of the profession,,,,,,,The name of the profession of the health care worker in French.,De naam van het beroep van de zorgverlener in het Frans.,?,Le nom de la profession du professionnel de la santé en français.,,,,,,,,,,,,,String,No,No
ID_HCWQualificationNL,HCWQualificationNL,Worker's qualification name,,,,,,,The name of the qualification of the health care worker in Dutch.,De naam van de kwalificatie van de zorgverlener in het Nederlands.,?,Le nom de la qualification du professionnel de la santé en néerlandais.,,,,,,,,,,,,,String,No,No
ID_HCWQualificationFR,HCWQualificationFR,Worker's qualification name,,,,,,,The name of the qualification of the health care worker in French.,De naam van de kwalificatie van de zorgverlener in het Frans.,?,Le nom de la qualification du professionnel de la santé en français.,,,,,,,,,,,,,String,No,No
ID_HCWSituationNL,HCWSituationNL,Name of the situation,,,,,,,The name of the situation of the health care worker in Dutch.,De naam van de situatie van de zorgverlener in het Nederlands.,?,Le nom de la situation du professionnel de la santé en néerlandais.,,,,,,,,,,,,,String,No,No
ID_HCWSituationFR,HCWSituationFR,Name of the situation,,,,,,,The name of the situation of the health care worker in French.,De naam van de situatie van de zorgverlener in het Frans.,?,Le nom de la situation du professionnel de la santé en français.,,,,,,,,,,,,,String,No,No
ID_HCWNihdiCode,HCWNihdiCode,Nihdi code representing the health care worker,,,,,,,The Nihdi code representing the health care worker.,De ZIV-code die de zorgverlener vertegenwoordigt.,?,Le code AMI représentant le professionnel de la santé.,,,,,,,,,,,,,Number,Yes,No
ID_HCWMainPractNihdiCode,HCWMainPractNihdiCode,Nihdi code representing the main practice,,,,,,,The Nihdi code representing the main practice of the health care worker.,De ZIV-code die de hoofdpraktijk van de zorgverlener vertegenwoordigt.,?,Le code AMI représentant la pratique principale du professionnel de la santé.,,,,,,,,,,,,,Number,Yes,No
ID_HCWMainPractAddrNisCode,HCWMainPractAddrNisCode,NIS code for main practice locality,,,,,,,The NIS code corresponding to the main practice address locality for the health care worker.,De NIS-code die overeenkomt met de plaats van het hoofdadres van de gezondheidswerker.,?,Le code NIS correspondant à la localité de l'adresse principale du lieu d'exercice du travailleur de la santé.,,,,,,,,,,,,,Number,No,No
ID_HCWContactAddrNisCode,HCWContactAddrNisCode,NIS code of the contact address,,,,,,,The NIS code of the contact address of the health care worker.,De NIS-code van het contactadres van de zorgverlener.,?,Le code NIS de l'adresse de contact du professionnel de la santé.,,,,,,,,,,,,,Number,No,No
ID_HCWFirstName2,HCWFirstName2,Second given name of the health care worker,,,,,,,The second given name of the health care worker.,De tweede voornaam van de zorgverlener.,?,Le deuxième prénom du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWContactAddrStreet,HCWContactAddrStreet,Street name of the contact address,,,,,,,The street name of the contact address of the health care worker.,De straatnaam van het contactadres van de zorgverlener.,?,Le nom de rue de l'adresse de contact du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWMainPractAddrStreet,HCWMainPractAddrStreet,Street name of the main practice address,,,,,,,The street name of the main practice address of the health care worker.,De straatnaam van het hoofdpraktijkadres van de zorgverlener.,?,Le nom de rue de l'adresse de la pratique principale du professionnel de la santé.,,,,,,,,,,,,,String,Yes,No
ID_HCWContactAddrStreetNr,HCWContactAddrStreetNr,Street number of the contact address,,,,,,,The street number of the contact address of the health care worker.,Het huisnummer van het contactadres van de zorgverlener.,?,Le numéro de rue de l'adresse de contact du professionnel de la santé.,,,,,,,,,,,,,Number,Yes,No
ID_HCWMainPractAddrStreetNr,HCWMainPractAddrStreetNr,Street number of the main practice address,,,,,,,The street number of the main practice address of the health care worker.,Het huisnummer van het hoofdpraktijkadres van de zorgverlener.,?,Le numéro de rue de l'adresse de la pratique principale du professionnel de la santé.,,,,,,,,,,,,,Number,Yes,No
ID_HCWorker_SK,HCWorker_SK,Unique ID for health care worker,,,,,,,A unique identifier for the health care worker in the specified dimension table.,Een unieke identificatie voor de zorgverlener in de opgegeven dimensietabel.,?,Un identifiant unique pour le professionnel de la santé dans la table de dimension spécifiée.,,,,,,,,,,,,,Number,Yes,No
ID_HCWContactAddrZipCode,HCWContactAddrZipCode,Postal code,,,,,,,The zip code of the contact address of the health care worker.,De postcode van het contactadres van de zorgverlener.,?,Le code postal de l'adresse de contact du professionnel de la santé.,,,,,,,,,,,,,Number,Yes,No
ID_HCWMainPractAddrZipCode,HCWMainPractAddrZipCode,Postal code,,,,,,,The postal code of the main practice address for the health care worker.,De postcode van het hoofdadres van de gezondheidswerker.,?,Le code postal de l'adresse principale du lieu d'exercice du travailleur de la santé.,,,,,,,,,,,,,Number,Yes,No
